PopName,Area,Year,YearReg,YearInterval,Sex,Age,AgeInterval,Lexis,RefCode,Access,Deaths,NoteCode1,NoteCode2,NoteCode3,LDB
SWE,1,1753,1753,1,m,40,5,RR,21,O,629,.,.,.,1
SWE,1,1753,1753,1,m,45,5,RR,21,O,655,.,.,.,1
SWE,1,1753,1753,1,m,50,5,RR,21,O,840,.,.,.,1
SWE,1,1753,1753,1,m,55,5,RR,21,O,574,.,.,.,1
SWE,1,1753,1753,1,m,60,5,RR,21,O,899,.,.,.,1
SWE,1,1753,1753,1,m,65,5,RR,21,O,812,.,.,.,1
SWE,1,1753,1753,1,m,70,5,RR,21,O,963,.,.,.,1
SWE,1,1753,1753,1,m,75,5,RR,21,O,662,.,.,.,1
SWE,1,1753,1753,1,m,80,5,RR,21,O,493,.,.,.,1
SWE,1,1753,1753,1,m,85,5,RR,21,O,247,.,.,.,1
SWE,1,1753,1753,1,m,90,+,RR,21,O,178,.,.,.,1
SWE,1,1754,1754,1,f,0,1,RR,21,O,6558,.,.,.,1
SWE,1,1754,1754,1,f,1,2,RR,21,O,2591,.,.,.,1
SWE,1,1754,1754,1,f,3,2,RR,21,O,1363,.,.,.,1
SWE,1,1754,1754,1,f,5,5,RR,21,O,1003,.,.,.,1
SWE,1,1754,1754,1,f,10,5,RR,21,O,501,.,.,.,1
SWE,1,1754,1754,1,f,15,5,RR,21,O,512,.,.,.,1
SWE,1,1754,1754,1,f,20,5,RR,21,O,557,.,.,.,1
SWE,1,1754,1754,1,f,25,5,RR,21,O,612,.,.,.,1
SWE,1,1754,1754,1,f,30,5,RR,21,O,723,.,.,.,1
SWE,1,1754,1754,1,f,35,5,RR,21,O,604,.,.,.,1
SWE,1,1754,1754,1,f,40,5,RR,21,O,690,.,.,.,1
SWE,1,1754,1754,1,f,45,5,RR,21,O,577,.,.,.,1
SWE,1,1754,1754,1,f,50,5,RR,21,O,707,.,.,.,1
SWE,1,1754,1754,1,f,55,5,RR,21,O,723,.,.,.,1
SWE,1,1754,1754,1,f,60,5,RR,21,O,1141,.,.,.,1
SWE,1,1754,1754,1,f,65,5,RR,21,O,1205,.,.,.,1
SWE,1,1754,1754,1,f,70,5,RR,21,O,1592,.,.,.,1
SWE,1,1754,1754,1,f,75,5,RR,21,O,1094,.,.,.,1
SWE,1,1754,1754,1,f,80,5,RR,21,O,933,.,.,.,1
SWE,1,1754,1754,1,f,85,5,RR,21,O,503,.,.,.,1
SWE,1,1754,1754,1,f,90,+,RR,21,O,289,.,.,.,1
