Year,Age,Sex,Deaths,TL_Deaths,TU_Deaths_Next_Year,Cohort,Country,Population,TL_Deaths_Prev_Year,TU_Deaths_Same_Year,Exposure
1974,88,f,1993,NA,NA,1886,scandi,NA,NA,NA,11984.333333333332
1975,89,f,1862,NA,NA,1886,scandi,NA,NA,NA,10004.666666666666
1976,90,f,1512,NA,NA,1886,scandi,NA,NA,NA,8100.666666666666
1977,91,f,1339,NA,NA,1886,scandi,NA,NA,NA,6646.666666666667
1978,92,f,1147,NA,NA,1886,scandi,NA,NA,NA,5298
1979,93,f,963,NA,NA,1886,scandi,NA,NA,NA,4125
1980,94,f,876,NA,NA,1886,scandi,NA,NA,NA,3163.0000000000005
1981,95,f,585,NA,NA,1886,scandi,NA,NA,NA,2300.6666666666665
1982,96,f,532,NA,NA,1886,scandi,NA,NA,NA,1729.3333333333333
1983,97,f,372,NA,NA,1886,scandi,NA,NA,NA,1182.3333333333333
1984,98,f,259,NA,NA,1886,scandi,NA,NA,NA,813.3333333333334
1985,99,f,181,NA,NA,1886,scandi,NA,NA,NA,541
1986,100,f,127,NA,NA,1886,scandi,NA,NA,NA,361.3333333333333
1987,101,f,102,NA,NA,1886,scandi,NA,NA,NA,242
1988,102,f,68,NA,NA,1886,scandi,NA,NA,NA,138.33333333333331
1989,103,f,27,NA,NA,1886,scandi,NA,NA,NA,68.33333333333334
1990,104,f,24,NA,NA,1886,scandi,NA,NA,NA,46
1991,105,f,10,NA,NA,1886,scandi,NA,NA,NA,20.333333333333336
1992,106,f,2,NA,NA,1886,scandi,NA,NA,NA,3.3333333333333335
1993,107,f,7,NA,NA,1886,scandi,NA,NA,NA,7
1994,108,f,0,NA,NA,1886,scandi,NA,NA,NA,0
1995,109,f,0,NA,NA,1886,scandi,NA,NA,NA,0
1966,80,m,2528,NA,NA,1886,scandi,NA,NA,NA,23551.333333333336
1967,81,m,2488,NA,NA,1886,scandi,NA,NA,NA,21077.333333333332
1968,82,m,2302,NA,NA,1886,scandi,NA,NA,NA,18576.333333333336
1969,83,m,2226,NA,NA,1886,scandi,NA,NA,NA,16288.666666666666
1970,84,m,1923,NA,NA,1886,scandi,NA,NA,NA,14030.000000000002
1971,85,m,1945,NA,NA,1886,scandi,NA,NA,NA,12120.000000000002
1972,86,m,1725,NA,NA,1886,scandi,NA,NA,NA,10202
1973,87,m,1613,NA,NA,1886,scandi,NA,NA,NA,8451.666666666668
1974,88,m,1366,NA,NA,1886,scandi,NA,NA,NA,6839.333333333333
1975,89,m,1187,NA,NA,1886,scandi,NA,NA,NA,5486
1976,90,m,941,NA,NA,1886,scandi,NA,NA,NA,4292.666666666667
1977,91,m,814,NA,NA,1886,scandi,NA,NA,NA,3354
1978,92,m,648,NA,NA,1886,scandi,NA,NA,NA,2538.333333333333
1979,93,m,536,NA,NA,1886,scandi,NA,NA,NA,1892
1980,94,m,374,NA,NA,1886,scandi,NA,NA,NA,1356.3333333333333
1981,95,m,307,NA,NA,1886,scandi,NA,NA,NA,984.6666666666666
1982,96,m,235,NA,NA,1886,scandi,NA,NA,NA,665.6666666666667
1983,97,m,150,NA,NA,1886,scandi,NA,NA,NA,440.6666666666667
1984,98,m,101,NA,NA,1886,scandi,NA,NA,NA,289.3333333333333
1985,99,m,93,NA,NA,1886,scandi,NA,NA,NA,184.33333333333334
1986,100,m,48,NA,NA,1886,scandi,NA,NA,NA,95.00000000000001
1987,101,m,16,NA,NA,1886,scandi,NA,NA,NA,48
1988,102,m,15,NA,NA,1886,scandi,NA,NA,NA,25.666666666666668
1989,103,m,8,NA,NA,1886,scandi,NA,NA,NA,12.666666666666668
1990,104,m,3,NA,NA,1886,scandi,NA,NA,NA,4
1991,105,m,1,NA,NA,1886,scandi,NA,NA,NA,0.33333333333333337
1967,80,f,3103,NA,NA,1887,scandi,NA,NA,NA,34440.33333333333
1968,81,f,2982,NA,NA,1887,scandi,NA,NA,NA,31338.666666666664
1969,82,f,2872,NA,NA,1887,scandi,NA,NA,NA,28367.666666666664
1970,83,f,2752,NA,NA,1887,scandi,NA,NA,NA,25502.333333333336
1971,84,f,2679,NA,NA,1887,scandi,NA,NA,NA,22754.333333333332
1972,85,f,2628,NA,NA,1887,scandi,NA,NA,NA,20091.666666666668
1973,86,f,2506,NA,NA,1887,scandi,NA,NA,NA,17425
1974,87,f,2198,NA,NA,1887,scandi,NA,NA,NA,14981.666666666668
1975,88,f,2154,NA,NA,1887,scandi,NA,NA,NA,12739.333333333334
1976,89,f,1756,NA,NA,1887,scandi,NA,NA,NA,10543
1977,90,f,1666,NA,NA,1887,scandi,NA,NA,NA,8797.666666666668
1978,91,f,1426,NA,NA,1887,scandi,NA,NA,NA,7142
1979,92,f,1298,NA,NA,1887,scandi,NA,NA,NA,5730
1980,93,f,1076,NA,NA,1887,scandi,NA,NA,NA,4450
1981,94,f,814,NA,NA,1887,scandi,NA,NA,NA,3356.3333333333335
1982,95,f,652,NA,NA,1887,scandi,NA,NA,NA,2552.6666666666665
1983,96,f,552,NA,NA,1887,scandi,NA,NA,NA,1885.6666666666667
1984,97,f,413,NA,NA,1887,scandi,NA,NA,NA,1343.0000000000002
1985,98,f,320,NA,NA,1887,scandi,NA,NA,NA,915.6666666666667
1986,99,f,226,NA,NA,1887,scandi,NA,NA,NA,610.3333333333334
1987,100,f,162,NA,NA,1887,scandi,NA,NA,NA,379.66666666666663
1988,101,f,87,NA,NA,1887,scandi,NA,NA,NA,220
1989,102,f,58,NA,NA,1887,scandi,NA,NA,NA,128.33333333333334
1990,103,f,31,NA,NA,1887,scandi,NA,NA,NA,74
1991,104,f,18,NA,NA,1887,scandi,NA,NA,NA,42.333333333333336
1992,105,f,18,NA,NA,1887,scandi,NA,NA,NA,26
1993,106,f,6,NA,NA,1887,scandi,NA,NA,NA,6
1994,107,f,0,NA,NA,1887,scandi,NA,NA,NA,0
1995,108,f,0,NA,NA,1887,scandi,NA,NA,NA,0
1967,80,m,2568,NA,NA,1887,scandi,NA,NA,NA,23937
1968,81,m,2493,NA,NA,1887,scandi,NA,NA,NA,21307
1969,82,m,2321,NA,NA,1887,scandi,NA,NA,NA,18858.666666666668
1970,83,m,2140,NA,NA,1887,scandi,NA,NA,NA,16547
1971,84,m,2065,NA,NA,1887,scandi,NA,NA,NA,14368.666666666666
1972,85,m,1879,NA,NA,1887,scandi,NA,NA,NA,12351.666666666666
1973,86,m,1796,NA,NA,1887,scandi,NA,NA,NA,10439.333333333332
1974,87,m,1509,NA,NA,1887,scandi,NA,NA,NA,8645.333333333334
1975,88,m,1477,NA,NA,1887,scandi,NA,NA,NA,7127.333333333333
1976,89,m,1165,NA,NA,1887,scandi,NA,NA,NA,5649.333333333334
1977,90,m,981,NA,NA,1887,scandi,NA,NA,NA,4504.333333333333
1978,91,m,815,NA,NA,1887,scandi,NA,NA,NA,3509.666666666667
1979,92,m,729,NA,NA,1887,scandi,NA,NA,NA,2698.666666666667
1980,93,m,610,NA,NA,1887,scandi,NA,NA,NA,1976.3333333333333
1981,94,m,381,NA,NA,1887,scandi,NA,NA,NA,1359.6666666666667
1982,95,m,306,NA,NA,1887,scandi,NA,NA,NA,973.0000000000001
1983,96,m,215,NA,NA,1887,scandi,NA,NA,NA,663.6666666666666
1984,97,m,164,NA,NA,1887,scandi,NA,NA,NA,461.00000000000006
1985,98,m,97,NA,NA,1887,scandi,NA,NA,NA,293.99999999999994
1986,99,m,65,NA,NA,1887,scandi,NA,NA,NA,194.33333333333334
1987,100,m,62,NA,NA,1887,scandi,NA,NA,NA,130.33333333333334
1988,101,m,25,NA,NA,1887,scandi,NA,NA,NA,65
1989,102,m,21,NA,NA,1887,scandi,NA,NA,NA,38.333333333333336
1990,103,m,18,NA,NA,1887,scandi,NA,NA,NA,21
1991,104,m,1,NA,NA,1887,scandi,NA,NA,NA,1.3333333333333333
1968,80,f,2965,NA,NA,1888,scandi,NA,NA,NA,34535.333333333336
1969,81,f,3073,NA,NA,1888,scandi,NA,NA,NA,31588.666666666668
1970,82,f,2805,NA,NA,1888,scandi,NA,NA,NA,28552.333333333332
1971,83,f,2861,NA,NA,1888,scandi,NA,NA,NA,25707.333333333332
1972,84,f,2712,NA,NA,1888,scandi,NA,NA,NA,22860
1973,85,f,2586,NA,NA,1888,scandi,NA,NA,NA,20173.666666666664
1974,86,f,2500,NA,NA,1888,scandi,NA,NA,NA,17570.333333333332
1975,87,f,2367,NA,NA,1888,scandi,NA,NA,NA,15049.000000000002
1976,88,f,2009,NA,NA,1888,scandi,NA,NA,NA,12684
1977,89,f,1815,NA,NA,1888,scandi,NA,NA,NA,10698.333333333332
1978,90,f,1639,NA,NA,1888,scandi,NA,NA,NA,8869.333333333332
1979,91,f,1473,NA,NA,1888,scandi,NA,NA,NA,7237
1980,92,f,1328,NA,NA,1888,scandi,NA,NA,NA,5736.666666666667
1981,93,f,1056,NA,NA,1888,scandi,NA,NA,NA,4432.666666666666
1982,94,f,805,NA,NA,1888,scandi,NA,NA,NA,3379.3333333333335
1983,95,f,704,NA,NA,1888,scandi,NA,NA,NA,2557
1984,96,f,526,NA,NA,1888,scandi,NA,NA,NA,1876.3333333333333
1985,97,f,414,NA,NA,1888,scandi,NA,NA,NA,1352
1986,98,f,282,NA,NA,1888,scandi,NA,NA,NA,931
1987,99,f,233,NA,NA,1888,scandi,NA,NA,NA,645
1988,100,f,167,NA,NA,1888,scandi,NA,NA,NA,411.3333333333333
1989,101,f,121,NA,NA,1888,scandi,NA,NA,NA,250.66666666666666
1990,102,f,54,NA,NA,1888,scandi,NA,NA,NA,126.66666666666667
1991,103,f,39,NA,NA,1888,scandi,NA,NA,NA,77.66666666666666
1992,104,f,16,NA,NA,1888,scandi,NA,NA,NA,34.333333333333336
1993,105,f,8,NA,NA,1888,scandi,NA,NA,NA,18.333333333333332
1994,106,f,6,NA,NA,1888,scandi,NA,NA,NA,9.666666666666666
1995,107,f,5,NA,NA,1888,scandi,NA,NA,NA,4.666666666666666
1968,80,m,2601,NA,NA,1888,scandi,NA,NA,NA,23894.666666666668
1969,81,m,2366,NA,NA,1888,scandi,NA,NA,NA,21319.999999999996
1970,82,m,2299,NA,NA,1888,scandi,NA,NA,NA,18986.000000000004
1971,83,m,2296,NA,NA,1888,scandi,NA,NA,NA,16658
1972,84,m,2043,NA,NA,1888,scandi,NA,NA,NA,14363
1973,85,m,2003,NA,NA,1888,scandi,NA,NA,NA,12312
1974,86,m,1732,NA,NA,1888,scandi,NA,NA,NA,10314.000000000002
1975,87,m,1643,NA,NA,1888,scandi,NA,NA,NA,8601.666666666666
1976,88,m,1355,NA,NA,1888,scandi,NA,NA,NA,6935.333333333333
1977,89,m,1131,NA,NA,1888,scandi,NA,NA,NA,5588.333333333333
1978,90,m,998,NA,NA,1888,scandi,NA,NA,NA,4442.666666666666
1979,91,m,849,NA,NA,1888,scandi,NA,NA,NA,3432.6666666666665
1980,92,m,727,NA,NA,1888,scandi,NA,NA,NA,2605.666666666667
1981,93,m,544,NA,NA,1888,scandi,NA,NA,NA,1878.3333333333335
1982,94,m,419,NA,NA,1888,scandi,NA,NA,NA,1330
1983,95,m,297,NA,NA,1888,scandi,NA,NA,NA,920.0000000000001
1984,96,m,201,NA,NA,1888,scandi,NA,NA,NA,616.6666666666666
1985,97,m,152,NA,NA,1888,scandi,NA,NA,NA,418.6666666666667
1986,98,m,102,NA,NA,1888,scandi,NA,NA,NA,266.3333333333333
1987,99,m,58,NA,NA,1888,scandi,NA,NA,NA,167
1988,100,m,52,NA,NA,1888,scandi,NA,NA,NA,104.66666666666667
1989,101,m,26,NA,NA,1888,scandi,NA,NA,NA,53
1990,102,m,13,NA,NA,1888,scandi,NA,NA,NA,24.999999999999996
1991,103,m,12,NA,NA,1888,scandi,NA,NA,NA,10.333333333333334
1992,104,m,1,NA,NA,1888,scandi,NA,NA,NA,0.6666666666666667
1969,80,f,2885,NA,NA,1889,scandi,NA,NA,NA,34539.66666666667
1970,81,f,2755,NA,NA,1889,scandi,NA,NA,NA,31683.333333333332
1971,82,f,2799,NA,NA,1889,scandi,NA,NA,NA,28908.999999999996
1972,83,f,2747,NA,NA,1889,scandi,NA,NA,NA,26079.999999999996
1973,84,f,2616,NA,NA,1889,scandi,NA,NA,NA,23377.333333333332
1974,85,f,2559,NA,NA,1889,scandi,NA,NA,NA,20765.333333333336
1975,86,f,2572,NA,NA,1889,scandi,NA,NA,NA,18166.333333333332
1976,87,f,2262,NA,NA,1889,scandi,NA,NA,NA,15588
1977,88,f,2102,NA,NA,1889,scandi,NA,NA,NA,13369.333333333334
1978,89,f,1992,NA,NA,1889,scandi,NA,NA,NA,11234
1979,90,f,1740,NA,NA,1889,scandi,NA,NA,NA,9260.666666666666
1980,91,f,1478,NA,NA,1889,scandi,NA,NA,NA,7485.999999999999
1981,92,f,1251,NA,NA,1889,scandi,NA,NA,NA,6037
1982,93,f,1096,NA,NA,1889,scandi,NA,NA,NA,4782.666666666667
1983,94,f,885,NA,NA,1889,scandi,NA,NA,NA,3690.3333333333335
1984,95,f,764,NA,NA,1889,scandi,NA,NA,NA,2788.333333333333
1985,96,f,595,NA,NA,1889,scandi,NA,NA,NA,2017.6666666666667
1986,97,f,432,NA,NA,1889,scandi,NA,NA,NA,1431.3333333333333
1987,98,f,321,NA,NA,1889,scandi,NA,NA,NA,1003.9999999999999
1988,99,f,241,NA,NA,1889,scandi,NA,NA,NA,686
1989,100,f,174,NA,NA,1889,scandi,NA,NA,NA,444.99999999999994
1990,101,f,120,NA,NA,1889,scandi,NA,NA,NA,269.66666666666663
1991,102,f,72,NA,NA,1889,scandi,NA,NA,NA,144.66666666666669
1992,103,f,39,NA,NA,1889,scandi,NA,NA,NA,72.33333333333334
1993,104,f,19,NA,NA,1889,scandi,NA,NA,NA,32
1994,105,f,9,NA,NA,1889,scandi,NA,NA,NA,13.333333333333334
1995,106,f,4,NA,NA,1889,scandi,NA,NA,NA,5.666666666666667
1998,109,f,1,NA,NA,1889,scandi,NA,NA,NA,1
1969,80,m,2546,NA,NA,1889,scandi,NA,NA,NA,23638.666666666664
1970,81,m,2312,NA,NA,1889,scandi,NA,NA,NA,21140.333333333332
1971,82,m,2366,NA,NA,1889,scandi,NA,NA,NA,18768.666666666664
1972,83,m,2189,NA,NA,1889,scandi,NA,NA,NA,16427
1973,84,m,2113,NA,NA,1889,scandi,NA,NA,NA,14231.666666666668
1974,85,m,1865,NA,NA,1889,scandi,NA,NA,NA,12144
1975,86,m,1870,NA,NA,1889,scandi,NA,NA,NA,10276.000000000002
1976,87,m,1545,NA,NA,1889,scandi,NA,NA,NA,8386.333333333334
1977,88,m,1289,NA,NA,1889,scandi,NA,NA,NA,6859.333333333334
1978,89,m,1150,NA,NA,1889,scandi,NA,NA,NA,5577.666666666666
1979,90,m,971,NA,NA,1889,scandi,NA,NA,NA,4402
1980,91,m,816,NA,NA,1889,scandi,NA,NA,NA,3436.6666666666665
1981,92,m,674,NA,NA,1889,scandi,NA,NA,NA,2622
1982,93,m,500,NA,NA,1889,scandi,NA,NA,NA,1966.3333333333333
1983,94,m,381,NA,NA,1889,scandi,NA,NA,NA,1433.3333333333335
1984,95,m,344,NA,NA,1889,scandi,NA,NA,NA,1057
1985,96,m,217,NA,NA,1889,scandi,NA,NA,NA,715.6666666666667
1986,97,m,171,NA,NA,1889,scandi,NA,NA,NA,493
1987,98,m,123,NA,NA,1889,scandi,NA,NA,NA,322
1988,99,m,86,NA,NA,1889,scandi,NA,NA,NA,200.33333333333331
1989,100,m,42,NA,NA,1889,scandi,NA,NA,NA,119
1990,101,m,37,NA,NA,1889,scandi,NA,NA,NA,73.66666666666666
1991,102,m,23,NA,NA,1889,scandi,NA,NA,NA,37.666666666666664
1992,103,m,10,NA,NA,1889,scandi,NA,NA,NA,13
1993,104,m,2,NA,NA,1889,scandi,NA,NA,NA,3
1994,105,m,1,NA,NA,1889,scandi,NA,NA,NA,1
1970,80,f,2839,NA,NA,1890,scandi,NA,NA,NA,35807.333333333336
1971,81,f,2800,NA,NA,1890,scandi,NA,NA,NA,32982.333333333336
1972,82,f,2813,NA,NA,1890,scandi,NA,NA,NA,30204.333333333332
1973,83,f,2793,NA,NA,1890,scandi,NA,NA,NA,27388.666666666668
1974,84,f,2709,NA,NA,1890,scandi,NA,NA,NA,24573.999999999996
1975,85,f,2724,NA,NA,1890,scandi,NA,NA,NA,21860.666666666668
1976,86,f,2474,NA,NA,1890,scandi,NA,NA,NA,19055
1977,87,f,2367,NA,NA,1890,scandi,NA,NA,NA,16674.333333333336
1978,88,f,2165,NA,NA,1890,scandi,NA,NA,NA,14291.333333333332
1979,89,f,2103,NA,NA,1890,scandi,NA,NA,NA,12131.666666666668
1980,90,f,1880,NA,NA,1890,scandi,NA,NA,NA,10044
1981,91,f,1569,NA,NA,1890,scandi,NA,NA,NA,8137.333333333333
1982,92,f,1384,NA,NA,1890,scandi,NA,NA,NA,6602.666666666666
1983,93,f,1196,NA,NA,1890,scandi,NA,NA,NA,5202.333333333334
1984,94,f,1016,NA,NA,1890,scandi,NA,NA,NA,4008
1985,95,f,776,NA,NA,1890,scandi,NA,NA,NA,2968.333333333333
1986,96,f,610,NA,NA,1890,scandi,NA,NA,NA,2226
1987,97,f,466,NA,NA,1890,scandi,NA,NA,NA,1592.3333333333333
1988,98,f,372,NA,NA,1890,scandi,NA,NA,NA,1136.6666666666665
1989,99,f,265,NA,NA,1890,scandi,NA,NA,NA,760.6666666666667
1990,100,f,189,NA,NA,1890,scandi,NA,NA,NA,490.6666666666667
1991,101,f,118,NA,NA,1890,scandi,NA,NA,NA,304.3333333333333
1992,102,f,76,NA,NA,1890,scandi,NA,NA,NA,187.66666666666666
1993,103,f,54,NA,NA,1890,scandi,NA,NA,NA,116.66666666666667
1994,104,f,27,NA,NA,1890,scandi,NA,NA,NA,59.333333333333336
1995,105,f,22,NA,NA,1890,scandi,NA,NA,NA,31.666666666666668
1996,106,f,8,NA,NA,1890,scandi,NA,NA,NA,10
1998,108,f,2,NA,NA,1890,scandi,NA,NA,NA,2
1999,109,f,0,NA,NA,1890,scandi,NA,NA,NA,0
1970,80,m,2454,NA,NA,1890,scandi,NA,NA,NA,24222.666666666668
1971,81,m,2485,NA,NA,1890,scandi,NA,NA,NA,21784.666666666668
1972,82,m,2333,NA,NA,1890,scandi,NA,NA,NA,19306.333333333332
1973,83,m,2277,NA,NA,1890,scandi,NA,NA,NA,16953.666666666668
1974,84,m,2139,NA,NA,1890,scandi,NA,NA,NA,14648.666666666668
1975,85,m,2018,NA,NA,1890,scandi,NA,NA,NA,12528.333333333334
1976,86,m,1724,NA,NA,1890,scandi,NA,NA,NA,10490
1977,87,m,1569,NA,NA,1890,scandi,NA,NA,NA,8786.333333333332
1978,88,m,1425,NA,NA,1890,scandi,NA,NA,NA,7224.666666666667
1979,89,m,1201,NA,NA,1890,scandi,NA,NA,NA,5784.666666666667
1980,90,m,1075,NA,NA,1890,scandi,NA,NA,NA,4579.333333333333
1981,91,m,821,NA,NA,1890,scandi,NA,NA,NA,3521.333333333333
1982,92,m,684,NA,NA,1890,scandi,NA,NA,NA,2705.6666666666665
1983,93,m,559,NA,NA,1890,scandi,NA,NA,NA,2017.6666666666667
1984,94,m,463,NA,NA,1890,scandi,NA,NA,NA,1460.3333333333333
1985,95,m,317,NA,NA,1890,scandi,NA,NA,NA,987.6666666666666
1986,96,m,214,NA,NA,1890,scandi,NA,NA,NA,673.6666666666667
1987,97,m,165,NA,NA,1890,scandi,NA,NA,NA,447.6666666666667
1988,98,m,118,NA,NA,1890,scandi,NA,NA,NA,296.66666666666663
1989,99,m,60,NA,NA,1890,scandi,NA,NA,NA,174.99999999999997
1990,100,m,45,NA,NA,1890,scandi,NA,NA,NA,110.33333333333333
1991,101,m,35,NA,NA,1890,scandi,NA,NA,NA,67.66666666666666
1992,102,m,12,NA,NA,1890,scandi,NA,NA,NA,33.333333333333336
1993,103,m,12,NA,NA,1890,scandi,NA,NA,NA,20.333333333333332
1994,104,m,5,NA,NA,1890,scandi,NA,NA,NA,9
1995,105,m,4,NA,NA,1890,scandi,NA,NA,NA,4
1971,80,f,3068,NA,NA,1891,scandi,NA,NA,NA,38388.333333333336
1972,81,f,2964,NA,NA,1891,scandi,NA,NA,NA,35331.333333333336
1973,82,f,3157,NA,NA,1891,scandi,NA,NA,NA,32343.666666666668
1974,83,f,2944,NA,NA,1891,scandi,NA,NA,NA,29210.666666666668
1975,84,f,3005,NA,NA,1891,scandi,NA,NA,NA,26248.666666666668
1976,85,f,2743,NA,NA,1891,scandi,NA,NA,NA,23197.999999999996
1977,86,f,2627,NA,NA,1891,scandi,NA,NA,NA,20530.333333333332
1978,87,f,2525,NA,NA,1891,scandi,NA,NA,NA,17888.333333333332
1979,88,f,2374,NA,NA,1891,scandi,NA,NA,NA,15392
1980,89,f,2252,NA,NA,1891,scandi,NA,NA,NA,13004
1981,90,f,1965,NA,NA,1891,scandi,NA,NA,NA,10737.000000000002
1982,91,f,1739,NA,NA,1891,scandi,NA,NA,NA,8784.333333333334
1983,92,f,1527,NA,NA,1891,scandi,NA,NA,NA,7035
1984,93,f,1277,NA,NA,1891,scandi,NA,NA,NA,5520.666666666667
1985,94,f,1003,NA,NA,1891,scandi,NA,NA,NA,4195
1986,95,f,847,NA,NA,1891,scandi,NA,NA,NA,3224
1987,96,f,709,NA,NA,1891,scandi,NA,NA,NA,2391
1988,97,f,541,NA,NA,1891,scandi,NA,NA,NA,1670.6666666666665
1989,98,f,362,NA,NA,1891,scandi,NA,NA,NA,1146.3333333333333
1990,99,f,278,NA,NA,1891,scandi,NA,NA,NA,770.6666666666667
1991,100,f,181,NA,NA,1891,scandi,NA,NA,NA,503.3333333333333
1992,101,f,132,NA,NA,1891,scandi,NA,NA,NA,313.3333333333333
1993,102,f,82,NA,NA,1891,scandi,NA,NA,NA,180.66666666666669
1994,103,f,50,NA,NA,1891,scandi,NA,NA,NA,100
1995,104,f,23,NA,NA,1891,scandi,NA,NA,NA,49.666666666666664
1996,105,f,9,NA,NA,1891,scandi,NA,NA,NA,24.333333333333332
1997,106,f,8,NA,NA,1891,scandi,NA,NA,NA,16.666666666666668
1998,107,f,7,NA,NA,1891,scandi,NA,NA,NA,9
1999,108,f,1,NA,NA,1891,scandi,NA,NA,NA,0.33333333333333337
1971,80,m,2686,NA,NA,1891,scandi,NA,NA,NA,25551.333333333336
1972,81,m,2615,NA,NA,1891,scandi,NA,NA,NA,22895.000000000004
1973,82,m,2456,NA,NA,1891,scandi,NA,NA,NA,20276.666666666668
1974,83,m,2417,NA,NA,1891,scandi,NA,NA,NA,17774.666666666668
1975,84,m,2233,NA,NA,1891,scandi,NA,NA,NA,15362.333333333332
1976,85,m,2046,NA,NA,1891,scandi,NA,NA,NA,13109
1977,86,m,1793,NA,NA,1891,scandi,NA,NA,NA,11101
1978,87,m,1679,NA,NA,1891,scandi,NA,NA,NA,9296.333333333332
1979,88,m,1427,NA,NA,1891,scandi,NA,NA,NA,7624.666666666667
1980,89,m,1333,NA,NA,1891,scandi,NA,NA,NA,6217
1981,90,m,1006,NA,NA,1891,scandi,NA,NA,NA,4882.666666666667
1982,91,m,921,NA,NA,1891,scandi,NA,NA,NA,3853.9999999999995
1983,92,m,745,NA,NA,1891,scandi,NA,NA,NA,2940.6666666666665
1984,93,m,609,NA,NA,1891,scandi,NA,NA,NA,2195.3333333333335
1985,94,m,462,NA,NA,1891,scandi,NA,NA,NA,1572.3333333333335
1986,95,m,341,NA,NA,1891,scandi,NA,NA,NA,1133.6666666666667
1987,96,m,251,NA,NA,1891,scandi,NA,NA,NA,781.6666666666667
1988,97,m,191,NA,NA,1891,scandi,NA,NA,NA,537
1989,98,m,139,NA,NA,1891,scandi,NA,NA,NA,343
1990,99,m,83,NA,NA,1891,scandi,NA,NA,NA,201.33333333333331
1991,100,m,57,NA,NA,1891,scandi,NA,NA,NA,117.33333333333334
1992,101,m,27,NA,NA,1891,scandi,NA,NA,NA,61
1993,102,m,20,NA,NA,1891,scandi,NA,NA,NA,33.666666666666664
1994,103,m,8,NA,NA,1891,scandi,NA,NA,NA,13.666666666666668
1995,104,m,5,NA,NA,1891,scandi,NA,NA,NA,5.333333333333333
1999,108,m,0,NA,NA,1891,scandi,NA,NA,NA,0
1972,80,f,2827,NA,NA,1892,scandi,NA,NA,NA,38412.666666666664
1973,81,f,3075,NA,NA,1892,scandi,NA,NA,NA,35607.666666666664
1974,82,f,3026,NA,NA,1892,scandi,NA,NA,NA,32477
1975,83,f,3078,NA,NA,1892,scandi,NA,NA,NA,29467.333333333336
1976,84,f,2764,NA,NA,1892,scandi,NA,NA,NA,26363
1977,85,f,2774,NA,NA,1892,scandi,NA,NA,NA,23620.333333333332
1978,86,f,2605,NA,NA,1892,scandi,NA,NA,NA,20850.333333333336
1979,87,f,2604,NA,NA,1892,scandi,NA,NA,NA,18267.333333333332
1980,88,f,2421,NA,NA,1892,scandi,NA,NA,NA,15639.000000000002
1981,89,f,2145,NA,NA,1892,scandi,NA,NA,NA,13228
1982,90,f,1887,NA,NA,1892,scandi,NA,NA,NA,11106
1983,91,f,1815,NA,NA,1892,scandi,NA,NA,NA,9206.333333333334
1984,92,f,1592,NA,NA,1892,scandi,NA,NA,NA,7415.333333333333
1985,93,f,1326,NA,NA,1892,scandi,NA,NA,NA,5781.999999999999
1986,94,f,1095,NA,NA,1892,scandi,NA,NA,NA,4476.666666666667
1987,95,f,920,NA,NA,1892,scandi,NA,NA,NA,3377
1988,96,f,750,NA,NA,1892,scandi,NA,NA,NA,2451.666666666667
1989,97,f,534,NA,NA,1892,scandi,NA,NA,NA,1725.6666666666667
1990,98,f,377,NA,NA,1892,scandi,NA,NA,NA,1177.3333333333333
1991,99,f,288,NA,NA,1892,scandi,NA,NA,NA,797
1992,100,f,208,NA,NA,1892,scandi,NA,NA,NA,513.3333333333334
1993,101,f,120,NA,NA,1892,scandi,NA,NA,NA,297
1994,102,f,76,NA,NA,1892,scandi,NA,NA,NA,177
1995,103,f,50,NA,NA,1892,scandi,NA,NA,NA,104.33333333333333
1996,104,f,29,NA,NA,1892,scandi,NA,NA,NA,52.666666666666664
1997,105,f,18,NA,NA,1892,scandi,NA,NA,NA,22.333333333333332
1998,106,f,6,NA,NA,1892,scandi,NA,NA,NA,5.333333333333334
1999,107,f,0,NA,NA,1892,scandi,NA,NA,NA,0
1972,80,m,2504,NA,NA,1892,scandi,NA,NA,NA,25070
1973,81,m,2613,NA,NA,1892,scandi,NA,NA,NA,22518.333333333332
1974,82,m,2537,NA,NA,1892,scandi,NA,NA,NA,19933.000000000004
1975,83,m,2289,NA,NA,1892,scandi,NA,NA,NA,17411.666666666668
1976,84,m,2131,NA,NA,1892,scandi,NA,NA,NA,15059.333333333334
1977,85,m,1999,NA,NA,1892,scandi,NA,NA,NA,12992
1978,86,m,1929,NA,NA,1892,scandi,NA,NA,NA,10963.333333333334
1979,87,m,1581,NA,NA,1892,scandi,NA,NA,NA,9034.333333333334
1980,88,m,1441,NA,NA,1892,scandi,NA,NA,NA,7461.333333333333
1981,89,m,1226,NA,NA,1892,scandi,NA,NA,NA,6043.666666666667
1982,90,m,1032,NA,NA,1892,scandi,NA,NA,NA,4804
1983,91,m,915,NA,NA,1892,scandi,NA,NA,NA,3751.0000000000005
1984,92,m,753,NA,NA,1892,scandi,NA,NA,NA,2852.0000000000005
1985,93,m,551,NA,NA,1892,scandi,NA,NA,NA,2088.3333333333335
1986,94,m,405,NA,NA,1892,scandi,NA,NA,NA,1538.3333333333333
1987,95,m,339,NA,NA,1892,scandi,NA,NA,NA,1140.3333333333333
1988,96,m,250,NA,NA,1892,scandi,NA,NA,NA,807.3333333333334
1989,97,m,203,NA,NA,1892,scandi,NA,NA,NA,552.6666666666667
